[run number],detection_sick_people,security_measures,deterrents,proportion_retired,people,_network_type,_nodes,proportion_paranoid,proportion_worker,infectious_rate,duration,discovery_type,lockdown_type,proportion_student,stability-factor,proportion_skeptic,[step],n_of_death,days,count turtles with [spreader? = true],count turtles with [color = gray],count turtles with [notp? = true],Neg_student + Neg_retired + Neg_worker,count turtles with [color = gray] + n_of_death
85,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,none,18,200,12,1061,6,54,74,344,139,8524.5,350
84,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,none,18,200,12,1701,11,86,54,342,97,16532.5,353
87,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,none,18,200,12,1301,7,66,50,336,90,8993.5,343
88,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,none,18,200,12,1201,3,61,37,332,98,8860,335
89,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,none,18,200,12,1101,5,56,51,367,96,9075.5,372
90,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,none,18,200,12,1261,10,64,66,311,132,8824,321
92,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_retired+student,18,200,12,1201,7,61,39,311,84,13244.5,318
86,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,none,18,200,12,1821,9,92,38,331,71,11259,340
95,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_retired+student,18,200,12,1161,10,59,67,331,133,12988.5,341
91,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_retired+student,18,200,12,1301,10,66,46,313,87,15775,323
96,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_retired+student,18,200,12,1361,7,69,47,276,103,14129.5,283
93,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_retired+student,18,200,12,1721,7,87,55,371,124,22652,378
97,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_retired+student,18,200,12,1341,8,68,37,304,79,16018.5,312
98,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_retired+student,18,200,12,1181,5,60,54,326,100,14024,331
100,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_retired+student,18,200,12,961,10,49,76,326,154,11042,336
104,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_retired+student,18,200,12,1021,3,52,72,258,144,10796.5,261
