"[run number]","proportion_retired","people","security_measures","detection_sick_people","proportion_worker","infectious_rate","duration","lockdown_type","proportion_student","[step]","n_of_death","days","count turtles with [color = gray]","Neg_student + Neg_retired + Neg_worker","count turtles with [color = gray] + n_of_death"
"336","29","500","true","false","53","3","14","none","18","2221","12","111","480","0","492"
"341","29","500","true","false","53","3","14","none","18","1021","17","51","474","0","491"
"342","29","500","true","false","53","3","14","none","18","1021","11","51","479","0","490"
"343","29","500","true","false","53","3","14","none","18","1221","13","61","479","0","492"
"345","29","500","true","false","53","3","14","none","18","1301","12","65","484","0","496"
"344","29","500","true","false","53","3","14","none","18","1581","15","79","484","0","499"
"346","29","500","true","false","53","3","14","none","18","1681","10","84","484","0","494"
"348","29","500","true","false","53","3","14","none","18","1461","13","73","482","0","495"
"350","29","500","true","false","53","3","14","none","18","1081","18","54","472","0","490"
"347","29","500","true","false","53","3","14","none","18","1561","10","78","482","0","492"
"352","29","500","true","false","53","3","14","none","18","1561","8","78","489","0","497"
"351","29","500","true","false","53","3","14","none","18","1741","14","87","481","0","495"
"355","29","500","true","false","53","3","14","none","18","1061","14","53","473","0","487"
"349","29","500","true","false","53","3","14","none","18","1981","11","99","485","0","496"
"353","29","500","true","false","53","3","14","none","18","1421","9","71","485","0","494"
"354","29","500","true","false","53","3","14","none","18","1361","11","68","485","0","496"
"357","29","500","true","false","53","3","14","none","18","901","13","45","483","0","496"
"356","29","500","true","false","53","3","14","none","18","1441","17","72","477","0","494"
"359","29","500","true","false","53","3","14","none","18","1261","14","63","478","0","492"
"358","29","500","true","false","53","3","14","none","18","1881","14","94","481","0","495"
"362","29","500","true","false","53","3","14","none","18","1561","8","78","486","0","494"
"366","29","500","true","false","53","3","14","none","18","961","10","48","471","0","481"
